age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,y
38,management,married,tertiary,0,328,0,0,cellular,230,2,unknown,0
32,technician,single,tertiary,0,1150,0,0,cellular,31,2,unknown,0
55,management,married,tertiary,0,6880,0,0,cellular,353,2,unknown,0
44,management,single,tertiary,0,1424,1,0,cellular,201,2,unknown,0
52,unemployed,married,secondary,0,2142,0,0,cellular,104,2,unknown,0
52,technician,married,secondary,0,172,1,1,cellular,75,2,unknown,0
59,blue-collar,married,secondary,0,12928,0,0,cellular,66,2,unknown,0
31,technician,married,tertiary,0,311,0,1,cellular,385,2,unknown,0
60,technician,single,tertiary,0,2934,0,0,cellular,233,2,unknown,0
37,management,married,tertiary,0,3288,0,0,cellular,124,2,unknown,0
60,blue-collar,married,secondary,0,1433,0,0,cellular,124,4,unknown,0
47,blue-collar,married,primary,0,17,0,0,cellular,121,2,unknown,0
57,admin.,married,primary,0,853,1,0,cellular,86,4,unknown,0
39,self-employed,divorced,tertiary,0,0,0,0,cellular,34,2,unknown,0
30,management,married,tertiary,0,105,0,0,cellular,112,2,unknown,0
43,management,married,tertiary,0,6,0,0,cellular,324,2,unknown,0
47,unknown,married,secondary,0,74,0,0,cellular,88,2,unknown,0
45,technician,married,secondary,0,581,0,0,cellular,156,2,unknown,0
41,technician,married,secondary,0,187,0,0,cellular,387,2,unknown,0
39,management,married,tertiary,0,947,0,0,cellular,124,2,unknown,0
38,management,married,tertiary,0,179,0,0,unknown,317,4,unknown,1
51,entrepreneur,married,primary,0,805,1,0,cellular,132,4,unknown,0
58,retired,married,primary,0,-257,1,1,cellular,163,2,unknown,0
53,unemployed,divorced,tertiary,0,0,1,1,cellular,140,2,unknown,0
49,entrepreneur,married,primary,0,10772,0,0,cellular,89,2,unknown,0
41,technician,married,tertiary,0,6961,0,0,cellular,235,2,unknown,0
40,technician,single,secondary,0,8259,0,0,cellular,254,4,unknown,0
34,technician,single,secondary,0,19348,1,0,cellular,316,2,unknown,0
41,technician,single,secondary,0,43,0,0,cellular,420,2,unknown,0
34,technician,married,secondary,0,134,0,0,cellular,104,4,unknown,0
32,technician,married,tertiary,0,3939,0,0,cellular,209,2,unknown,0
33,technician,married,secondary,0,390,1,0,cellular,151,2,unknown,0
46,services,married,secondary,0,1034,0,0,cellular,109,2,unknown,0
33,management,married,tertiary,0,1047,0,0,cellular,512,4,unknown,1
35,management,single,tertiary,0,252,1,0,cellular,89,2,unknown,0
44,technician,single,secondary,0,7138,0,0,cellular,809,2,unknown,1
55,self-employed,married,primary,0,0,0,0,cellular,138,2,unknown,0
31,self-employed,married,tertiary,0,1015,0,0,cellular,112,2,unknown,0
34,management,married,tertiary,0,63,0,0,cellular,94,2,unknown,0
34,technician,single,secondary,0,1076,0,0,cellular,70,2,unknown,0
38,technician,single,secondary,0,1788,0,0,cellular,391,2,unknown,0
31,management,single,tertiary,0,165,0,1,cellular,523,2,unknown,1
34,management,married,tertiary,0,-16,0,0,cellular,108,2,unknown,0
31,management,single,tertiary,0,9506,0,0,cellular,321,2,unknown,0
55,retired,married,primary,0,1821,0,0,cellular,224,2,unknown,0
31,technician,single,tertiary,0,2744,1,0,cellular,309,2,unknown,0
57,services,married,secondary,0,504,0,0,cellular,177,2,unknown,0
45,technician,married,tertiary,0,3168,0,0,cellular,109,2,unknown,0
33,technician,single,tertiary,0,340,0,0,cellular,348,2,unknown,0
35,management,married,tertiary,0,3161,0,0,cellular,433,2,unknown,0
50,technician,married,secondary,0,315,0,0,cellular,363,10,unknown,0
33,management,married,tertiary,0,2604,0,0,cellular,167,2,unknown,0
45,management,divorced,tertiary,0,2406,0,0,cellular,248,2,unknown,0
42,technician,married,tertiary,0,-805,0,0,cellular,103,6,unknown,0
46,blue-collar,married,primary,0,1596,0,0,cellular,417,2,unknown,0
32,management,single,tertiary,0,28,0,0,cellular,111,2,unknown,0
47,technician,divorced,tertiary,0,8422,0,0,cellular,200,4,unknown,0
31,admin.,married,secondary,0,88,1,1,cellular,189,2,unknown,0
45,blue-collar,married,secondary,0,827,1,1,cellular,201,2,unknown,0
50,management,married,tertiary,0,290,0,1,cellular,50,2,unknown,0
54,management,divorced,tertiary,0,-125,0,1,cellular,107,2,unknown,0
50,blue-collar,married,secondary,0,0,0,0,cellular,192,2,unknown,0
57,admin.,married,secondary,0,3242,0,0,cellular,521,4,unknown,0
51,blue-collar,married,secondary,0,700,0,0,cellular,237,4,unknown,0
37,management,married,tertiary,0,478,0,0,cellular,95,2,unknown,0
45,management,married,tertiary,0,4877,1,0,cellular,172,2,unknown,0
30,management,single,tertiary,0,0,0,0,cellular,88,5,unknown,0
32,technician,single,secondary,0,4843,0,0,cellular,63,4,unknown,0
38,technician,single,secondary,0,4359,0,0,cellular,170,2,unknown,0
31,management,single,tertiary,0,37,0,0,cellular,669,2,unknown,1
55,management,married,tertiary,0,171,1,0,cellular,73,6,unknown,0
32,technician,single,secondary,0,40,0,0,cellular,419,2,unknown,1
55,blue-collar,married,primary,0,9997,0,0,cellular,118,2,unknown,0
49,management,divorced,tertiary,0,10,0,0,cellular,169,2,unknown,0
47,management,married,tertiary,0,260,0,1,cellular,138,2,unknown,0
46,management,single,tertiary,1,-344,0,0,cellular,142,4,unknown,0
57,retired,married,tertiary,0,815,0,0,cellular,385,2,unknown,0
33,management,single,tertiary,0,59,1,0,cellular,215,4,unknown,0
33,technician,married,secondary,0,1264,0,1,cellular,100,6,unknown,0
46,technician,single,tertiary,0,2739,0,0,cellular,117,4,unknown,0
43,admin.,married,secondary,0,324,0,0,cellular,629,4,unknown,0
35,management,single,tertiary,0,75,0,1,cellular,82,11,unknown,0
49,admin.,married,secondary,0,1047,0,0,cellular,133,4,unknown,0
38,technician,married,tertiary,0,-1,0,0,cellular,188,4,unknown,0
44,management,married,tertiary,0,5581,0,0,cellular,202,2,unknown,0
35,entrepreneur,married,tertiary,0,2723,1,1,cellular,275,4,unknown,0
48,admin.,married,secondary,0,811,0,1,cellular,149,2,unknown,0
30,unemployed,married,secondary,0,221,0,0,cellular,61,4,unknown,0
50,management,married,secondary,0,3002,0,0,cellular,125,2,unknown,0
31,technician,married,secondary,0,535,0,0,cellular,81,2,unknown,0
40,management,married,tertiary,0,326,0,0,cellular,236,2,unknown,0
47,blue-collar,married,secondary,0,2215,0,0,cellular,194,4,unknown,0
42,technician,single,secondary,0,146,0,0,cellular,229,2,unknown,0
48,management,married,secondary,0,4415,1,0,cellular,148,6,unknown,0
34,technician,married,secondary,0,5266,0,0,cellular,140,4,unknown,0
59,housemaid,married,primary,0,116,0,0,cellular,129,4,unknown,0
59,technician,divorced,tertiary,0,0,0,0,cellular,124,4,unknown,0
30,management,single,tertiary,0,940,0,0,cellular,131,2,unknown,0
43,self-employed,married,primary,0,9304,0,0,cellular,362,4,unknown,0
31,technician,single,secondary,0,942,0,0,cellular,138,2,unknown,0
46,blue-collar,married,primary,0,222,0,0,cellular,71,2,unknown,0
33,technician,married,secondary,0,-534,1,1,cellular,16,7,unknown,0
30,technician,single,secondary,0,0,0,0,cellular,216,2,unknown,0
59,retired,divorced,secondary,0,93,0,1,cellular,108,2,unknown,0
35,technician,married,tertiary,0,944,0,0,cellular,351,2,unknown,0
46,admin.,married,secondary,0,2148,0,0,cellular,176,4,unknown,0
51,technician,married,secondary,0,19,0,1,cellular,160,4,unknown,0
41,management,married,tertiary,0,3353,0,0,cellular,51,2,unknown,0
38,management,single,tertiary,0,5244,0,0,cellular,310,4,unknown,0
47,management,single,tertiary,0,275,0,0,cellular,82,2,unknown,0
35,technician,married,secondary,0,46,0,0,cellular,404,4,unknown,0
32,technician,single,tertiary,0,1190,1,0,cellular,131,4,unknown,0
33,management,married,tertiary,0,2374,1,1,cellular,212,2,unknown,0
43,management,married,tertiary,0,21510,0,0,cellular,248,2,unknown,0
46,blue-collar,married,secondary,0,723,0,0,cellular,63,2,unknown,0
38,management,married,tertiary,0,1074,0,0,cellular,153,8,unknown,0
49,services,married,secondary,0,823,0,0,cellular,780,4,unknown,1
41,technician,single,secondary,0,2300,0,0,cellular,160,6,unknown,0
60,blue-collar,married,tertiary,0,759,0,0,cellular,255,2,unknown,0
52,services,married,primary,0,1625,0,0,cellular,459,2,unknown,1
35,technician,married,secondary,0,254,0,0,cellular,153,7,unknown,0
47,services,married,unknown,0,11,0,0,cellular,455,4,unknown,0
52,technician,married,secondary,0,3577,0,1,cellular,62,2,unknown,0
35,technician,divorced,secondary,0,213,0,0,cellular,46,2,unknown,0
30,management,single,tertiary,0,2900,0,0,cellular,147,2,unknown,0
51,services,married,primary,0,0,0,0,cellular,121,2,unknown,0
33,management,single,tertiary,0,308,1,0,cellular,97,4,unknown,0
35,self-employed,married,tertiary,0,1987,0,0,cellular,335,3,unknown,0
39,technician,single,secondary,0,316,0,0,cellular,100,1,unknown,0
37,management,married,tertiary,0,5016,0,0,cellular,119,1,unknown,0
32,technician,single,tertiary,0,881,0,0,cellular,79,1,unknown,0
38,technician,single,tertiary,0,523,0,0,cellular,388,1,unknown,0
40,technician,married,secondary,0,84,1,0,cellular,119,3,unknown,0
33,management,married,tertiary,0,2907,0,0,cellular,116,1,unknown,0
57,management,married,tertiary,0,1963,0,1,cellular,178,3,unknown,0
53,blue-collar,married,primary,0,1868,0,0,cellular,156,4,unknown,0
38,management,married,tertiary,0,484,1,0,cellular,173,8,unknown,0
47,housemaid,married,secondary,0,131,0,0,cellular,148,1,unknown,0
34,technician,single,tertiary,0,19,0,0,cellular,79,3,unknown,0
32,admin.,married,secondary,0,2711,0,0,cellular,193,1,unknown,0
32,housemaid,married,primary,0,3786,0,0,cellular,93,1,unknown,0
31,technician,married,tertiary,0,120,0,0,cellular,1000,1,unknown,1
32,admin.,single,tertiary,0,298,0,0,cellular,494,1,unknown,0
55,management,married,tertiary,0,223,0,0,cellular,273,5,unknown,0
55,management,married,tertiary,0,1909,0,0,cellular,167,1,unknown,0
39,entrepreneur,married,tertiary,0,745,0,0,cellular,88,1,unknown,0
39,management,married,tertiary,0,-468,1,1,cellular,88,2,unknown,0
35,housemaid,married,primary,0,77,0,0,cellular,191,1,unknown,0
40,management,married,tertiary,0,1468,0,0,cellular,63,2,unknown,0
40,technician,married,secondary,0,8844,0,0,cellular,204,1,unknown,0
33,technician,single,tertiary,0,6127,0,0,cellular,127,3,unknown,0
32,management,married,tertiary,0,0,0,0,cellular,83,1,unknown,0
39,technician,single,tertiary,0,1190,0,0,cellular,136,1,unknown,0
36,technician,married,tertiary,0,4388,0,0,cellular,52,3,unknown,0
57,management,married,tertiary,0,1171,0,0,cellular,448,5,unknown,0
49,blue-collar,married,secondary,0,1264,0,0,cellular,140,3,unknown,0
35,management,married,tertiary,0,2957,1,1,cellular,733,3,unknown,1
48,blue-collar,married,secondary,0,2083,0,0,cellular,88,3,unknown,0
40,housemaid,married,secondary,0,949,0,0,cellular,182,1,unknown,0
32,technician,single,secondary,0,483,0,0,cellular,580,3,unknown,1
52,unemployed,married,secondary,0,1639,0,0,cellular,93,1,unknown,0
48,services,married,secondary,0,801,0,0,cellular,80,1,unknown,0
31,management,married,tertiary,0,10088,0,0,cellular,72,6,unknown,0
34,management,single,tertiary,0,2455,0,0,cellular,244,6,unknown,0
31,management,single,tertiary,0,2,0,0,cellular,848,1,unknown,1
37,technician,single,secondary,0,274,0,0,cellular,173,3,unknown,0
44,technician,married,tertiary,0,1707,0,0,cellular,406,3,unknown,0
34,management,married,tertiary,0,832,0,0,cellular,229,4,unknown,0
54,services,married,secondary,0,196,0,0,cellular,604,4,unknown,0
32,entrepreneur,married,primary,0,795,0,0,cellular,131,3,unknown,0
36,technician,divorced,secondary,0,1,0,0,cellular,1242,3,unknown,1
59,retired,married,secondary,0,2768,0,1,cellular,94,5,unknown,0
41,management,single,secondary,0,800,0,0,cellular,899,2,unknown,0
34,management,single,tertiary,0,2093,0,0,cellular,371,6,unknown,0
43,technician,married,tertiary,0,591,1,0,cellular,889,2,unknown,0
54,technician,married,tertiary,0,98,0,0,cellular,420,4,unknown,0
31,technician,married,secondary,0,367,1,0,cellular,515,3,unknown,0
32,technician,married,secondary,0,167,1,1,cellular,79,3,unknown,0
46,technician,married,secondary,0,778,1,0,cellular,71,10,unknown,0
49,housemaid,married,tertiary,0,443,0,0,cellular,27,6,unknown,0
43,self-employed,married,tertiary,0,3003,0,0,cellular,358,3,unknown,0
53,management,married,tertiary,0,2385,0,0,cellular,498,8,unknown,0
38,management,single,tertiary,0,11971,1,0,cellular,327,3,unknown,0
30,management,single,tertiary,0,344,0,0,cellular,179,3,unknown,0
36,management,single,tertiary,0,2745,1,0,cellular,306,3,unknown,0
33,management,married,tertiary,0,571,0,0,cellular,390,2,unknown,0
46,management,married,tertiary,0,1103,1,0,cellular,209,3,unknown,0
31,management,married,tertiary,0,3897,1,0,cellular,231,3,unknown,0
39,management,married,tertiary,0,1795,0,0,cellular,922,7,unknown,1
46,management,married,tertiary,0,4,0,0,cellular,1206,4,unknown,1
49,technician,divorced,secondary,0,229,0,0,cellular,219,2,unknown,0
52,services,married,primary,0,432,0,0,cellular,424,4,unknown,0
46,housemaid,married,primary,0,269,0,0,cellular,188,5,unknown,0
47,blue-collar,married,primary,0,254,0,1,cellular,492,3,unknown,0
31,technician,single,secondary,0,2846,0,0,cellular,174,3,unknown,0
51,blue-collar,married,primary,0,257,0,0,cellular,453,4,unknown,0
47,housemaid,married,secondary,0,1765,0,0,cellular,59,3,unknown,0
46,blue-collar,married,primary,0,7982,0,0,cellular,263,5,unknown,0
47,admin.,married,secondary,0,73,0,0,cellular,57,3,unknown,0
43,management,married,tertiary,0,2759,1,1,cellular,329,2,unknown,0
33,management,married,tertiary,0,862,1,0,cellular,166,3,unknown,0
51,technician,divorced,tertiary,0,4596,0,0,cellular,334,5,unknown,0
57,retired,married,primary,0,243,0,0,cellular,108,4,unknown,0
34,technician,single,tertiary,0,449,0,0,cellular,765,3,unknown,0
31,technician,married,tertiary,0,344,0,0,cellular,62,3,unknown,0
35,management,married,tertiary,0,1650,0,0,cellular,885,5,unknown,0
41,management,married,tertiary,0,2127,0,0,cellular,120,7,unknown,0
48,blue-collar,married,primary,0,104,0,0,cellular,103,4,unknown,0
51,technician,married,secondary,0,1113,0,1,cellular,391,4,unknown,0
60,management,divorced,tertiary,0,581,1,0,cellular,89,2,unknown,0
41,housemaid,married,primary,0,365,0,0,cellular,203,5,unknown,0
34,management,married,tertiary,0,1433,0,0,cellular,170,3,unknown,0
61,housemaid,married,primary,0,368,0,0,cellular,62,3,unknown,0
36,unknown,married,secondary,0,179,0,0,cellular,14,8,unknown,0
37,housemaid,married,primary,0,189,0,0,cellular,148,4,unknown,0
30,technician,single,secondary,0,58,1,0,cellular,116,2,unknown,0
34,housemaid,married,primary,0,326,0,0,cellular,17,7,unknown,0
47,blue-collar,married,primary,0,233,0,0,cellular,293,3,unknown,0
50,management,single,tertiary,0,592,0,0,cellular,445,4,unknown,0
46,blue-collar,married,secondary,0,438,0,0,cellular,262,5,unknown,0
35,technician,single,tertiary,0,0,0,0,cellular,176,3,unknown,0
31,admin.,married,tertiary,0,323,0,0,cellular,120,3,unknown,0
51,blue-collar,married,primary,0,440,0,0,cellular,46,5,unknown,0
32,housemaid,married,primary,0,727,0,0,cellular,68,4,unknown,0
54,technician,married,secondary,0,1349,0,0,telephone,697,6,unknown,0
58,blue-collar,married,secondary,0,1894,0,0,cellular,153,6,unknown,0
31,housemaid,married,primary,0,0,1,0,cellular,57,7,unknown,0
32,technician,married,secondary,0,3275,0,0,cellular,326,4,unknown,0
44,management,divorced,tertiary,0,935,0,0,cellular,70,5,unknown,0
46,management,divorced,tertiary,0,1297,0,0,cellular,716,3,unknown,1
32,management,married,tertiary,0,312,0,0,cellular,67,4,unknown,0
45,blue-collar,married,secondary,0,115,0,0,cellular,209,4,unknown,0
38,management,single,secondary,0,399,1,0,cellular,367,4,unknown,0
52,blue-collar,married,primary,0,2569,0,0,cellular,258,5,unknown,0
32,technician,single,secondary,0,3297,0,0,cellular,99,2,unknown,0
56,services,married,secondary,0,750,0,1,cellular,92,3,unknown,0
35,management,married,tertiary,0,337,0,0,cellular,177,5,unknown,0
54,technician,divorced,secondary,0,221,0,0,cellular,413,2,unknown,0
31,technician,single,secondary,0,388,0,0,cellular,144,2,unknown,0
45,management,married,tertiary,0,0,0,0,cellular,102,4,unknown,0
41,housemaid,married,secondary,0,13,0,0,cellular,155,4,unknown,0
34,technician,married,tertiary,0,116,0,0,cellular,145,2,unknown,0
39,management,married,tertiary,0,380,0,0,cellular,77,4,unknown,0
46,technician,married,secondary,0,6086,0,0,cellular,210,2,unknown,0
34,technician,married,secondary,0,50,0,0,cellular,106,3,unknown,0
49,entrepreneur,married,secondary,0,348,0,0,cellular,105,2,unknown,0
32,technician,married,secondary,0,212,1,0,cellular,98,2,unknown,0
35,management,married,tertiary,0,106,0,1,cellular,588,2,unknown,0
53,management,married,tertiary,0,618,0,0,cellular,73,2,unknown,0
36,management,single,tertiary,0,553,0,0,cellular,106,2,unknown,0
49,blue-collar,married,primary,0,-232,0,1,cellular,106,2,unknown,0
32,self-employed,married,tertiary,0,1214,0,0,cellular,104,2,unknown,0
39,technician,divorced,secondary,0,454,0,0,cellular,73,2,unknown,0
46,housemaid,divorced,primary,0,41,0,0,cellular,100,2,unknown,0
38,management,married,tertiary,0,1440,0,0,cellular,111,2,unknown,0
57,management,married,tertiary,0,2416,0,0,cellular,74,2,unknown,0
44,technician,married,secondary,0,5163,0,0,cellular,48,2,unknown,0
31,technician,married,tertiary,0,1496,1,0,cellular,303,2,unknown,0
51,management,married,tertiary,0,385,0,0,cellular,39,2,unknown,0
56,management,married,tertiary,0,705,0,1,cellular,86,2,unknown,0
52,admin.,married,secondary,0,347,0,0,cellular,217,2,unknown,0
35,technician,single,tertiary,0,2277,0,1,cellular,55,2,unknown,0
47,management,married,tertiary,0,838,0,0,cellular,72,3,unknown,0
30,technician,married,secondary,0,274,1,1,cellular,97,2,unknown,0
42,management,married,tertiary,0,687,0,0,cellular,667,2,unknown,0
38,management,married,tertiary,0,1100,0,1,cellular,347,2,unknown,0
48,blue-collar,married,unknown,0,617,1,0,cellular,33,2,unknown,0
45,unknown,married,unknown,0,356,0,0,cellular,212,2,unknown,0
46,management,married,tertiary,0,5108,0,0,cellular,165,4,unknown,0
48,blue-collar,married,primary,0,476,0,0,cellular,856,3,unknown,1
34,management,divorced,tertiary,0,4231,1,0,cellular,382,2,unknown,0
31,management,married,tertiary,0,0,0,0,cellular,84,2,unknown,0
55,management,married,tertiary,0,161,0,0,cellular,226,2,unknown,0
34,technician,married,secondary,0,268,0,0,cellular,47,4,unknown,0
39,housemaid,married,primary,0,13338,0,0,cellular,103,4,unknown,0
32,technician,single,secondary,0,321,1,0,cellular,156,2,unknown,0
35,technician,single,secondary,0,14,0,0,cellular,113,2,unknown,0
53,management,married,tertiary,0,657,0,0,cellular,147,2,unknown,0
36,management,married,tertiary,0,9,0,0,cellular,386,4,unknown,1
54,retired,married,secondary,0,2950,0,0,cellular,45,2,unknown,0
33,technician,married,tertiary,0,8408,0,0,cellular,121,2,unknown,0
55,technician,married,secondary,0,462,0,0,cellular,116,2,unknown,0
30,entrepreneur,married,tertiary,0,5,0,0,cellular,126,2,unknown,0
30,student,single,tertiary,0,7513,0,0,cellular,269,2,unknown,0
60,retired,married,primary,0,115,0,0,cellular,82,2,unknown,0
33,management,divorced,tertiary,0,348,0,0,cellular,71,2,unknown,0
39,technician,married,secondary,0,394,0,0,cellular,218,2,unknown,0
43,services,married,tertiary,0,2764,0,0,cellular,270,2,unknown,0
39,technician,married,secondary,0,-112,0,1,cellular,187,2,unknown,0
31,management,single,tertiary,0,319,1,0,cellular,565,2,unknown,0
58,housemaid,divorced,primary,0,3568,0,0,cellular,226,2,unknown,0
56,technician,married,secondary,0,944,0,0,cellular,172,4,unknown,0
35,technician,single,secondary,0,2,0,0,cellular,239,4,unknown,0
45,technician,married,secondary,0,1410,0,0,cellular,71,2,unknown,0
48,blue-collar,married,primary,0,3886,0,0,cellular,297,2,unknown,0
56,blue-collar,married,secondary,0,2750,0,0,cellular,115,2,unknown,0
32,management,divorced,tertiary,0,787,1,0,cellular,72,2,unknown,0
32,management,single,secondary,0,67,0,0,cellular,55,2,unknown,0
56,retired,married,secondary,0,646,0,0,cellular,164,2,unknown,0
44,technician,married,secondary,0,1879,1,0,cellular,88,4,unknown,0
31,management,single,tertiary,0,98,0,0,cellular,69,2,unknown,0
37,technician,married,secondary,0,3043,0,0,cellular,123,4,unknown,0
46,technician,married,tertiary,0,405,0,0,cellular,138,3,unknown,0
45,technician,married,secondary,0,1395,1,0,cellular,243,4,unknown,0
30,technician,married,tertiary,0,564,1,0,cellular,166,2,unknown,0
27,admin.,married,tertiary,0,174,1,1,cellular,82,2,unknown,0
60,management,married,tertiary,0,371,0,1,cellular,102,8,unknown,0
52,blue-collar,married,primary,0,0,0,0,cellular,179,4,unknown,0
36,management,single,tertiary,0,0,0,0,cellular,108,2,unknown,0
30,technician,single,secondary,0,44,0,0,cellular,187,2,unknown,0
39,technician,married,tertiary,0,-276,0,1,cellular,121,4,unknown,0
50,blue-collar,married,primary,0,2167,0,0,cellular,123,2,unknown,0
31,management,single,tertiary,0,69,0,0,cellular,257,2,unknown,0
37,management,single,tertiary,0,340,0,0,cellular,90,4,unknown,0
40,management,divorced,tertiary,0,99,0,0,cellular,275,2,unknown,0
33,management,married,tertiary,0,644,0,0,cellular,99,2,unknown,0
58,unknown,married,primary,0,15,0,0,cellular,57,2,unknown,0
30,management,single,secondary,0,0,0,0,cellular,101,5,unknown,0
34,management,married,tertiary,0,5665,0,0,cellular,72,4,unknown,0
59,retired,married,tertiary,0,3843,0,0,cellular,104,4,unknown,0
55,technician,married,secondary,0,756,0,0,cellular,210,3,unknown,0
30,technician,single,tertiary,0,699,1,0,cellular,213,4,unknown,0
30,management,married,tertiary,0,131,1,0,cellular,384,6,unknown,1
58,retired,married,unknown,0,0,0,0,cellular,273,2,unknown,0
32,management,single,tertiary,0,11797,1,0,cellular,95,2,unknown,0
31,technician,single,secondary,0,7567,0,0,cellular,70,2,unknown,0
50,blue-collar,married,secondary,0,235,0,0,cellular,71,2,unknown,0
31,technician,single,tertiary,0,1463,0,0,cellular,97,2,unknown,0
33,housemaid,married,primary,0,0,0,0,cellular,237,2,unknown,0
34,technician,single,tertiary,0,370,0,0,cellular,116,2,unknown,0
31,technician,single,tertiary,0,614,0,0,cellular,72,4,unknown,0
46,self-employed,married,tertiary,0,2421,0,0,cellular,170,4,unknown,0
30,management,single,tertiary,0,2123,0,0,cellular,217,2,unknown,0
35,management,single,tertiary,0,361,1,0,cellular,169,2,unknown,0
49,services,married,secondary,0,112,0,0,cellular,97,2,unknown,0
45,blue-collar,married,primary,0,0,0,0,cellular,79,6,unknown,0
31,management,single,tertiary,0,15,0,0,cellular,119,2,unknown,0
35,technician,single,tertiary,0,272,0,0,cellular,86,2,unknown,0
54,management,married,tertiary,0,500,1,0,cellular,56,4,unknown,0
42,technician,married,secondary,0,5455,0,0,cellular,149,4,unknown,0
34,technician,single,secondary,0,1763,0,0,cellular,246,2,unknown,0
43,management,single,tertiary,0,0,0,0,cellular,155,2,unknown,0
46,technician,divorced,secondary,1,-11,0,0,cellular,139,2,unknown,0
43,technician,divorced,secondary,0,159,0,0,cellular,160,2,unknown,0
47,blue-collar,married,primary,0,4520,0,0,cellular,356,2,unknown,0
31,management,single,tertiary,0,448,1,0,cellular,135,2,unknown,0
32,technician,married,secondary,0,3184,1,0,cellular,135,2,unknown,0
35,technician,married,secondary,0,0,0,0,cellular,309,2,unknown,0
46,self-employed,married,secondary,0,942,0,0,cellular,53,4,unknown,0
59,retired,married,secondary,0,997,0,1,cellular,250,4,unknown,0
30,management,single,tertiary,0,4889,0,0,cellular,545,2,unknown,1
34,technician,divorced,secondary,0,259,0,0,cellular,316,2,unknown,0
53,services,married,secondary,0,1242,0,0,cellular,168,2,unknown,0
59,management,married,tertiary,0,518,0,0,cellular,230,2,unknown,0
46,blue-collar,married,unknown,0,209,0,0,cellular,72,2,unknown,0
35,unknown,married,tertiary,0,1260,0,0,cellular,204,9,unknown,0
43,technician,divorced,secondary,0,1532,0,0,cellular,61,2,unknown,0
45,technician,married,tertiary,0,1780,0,0,cellular,52,4,unknown,0
36,management,married,tertiary,0,-2,0,0,cellular,242,2,unknown,0
30,technician,single,secondary,0,54,0,0,cellular,194,2,unknown,0
34,management,single,tertiary,0,-292,1,0,cellular,111,2,unknown,0
42,housemaid,married,primary,0,-209,0,1,cellular,90,2,unknown,0
60,retired,married,secondary,0,1210,0,0,cellular,231,2,unknown,0
52,unknown,married,primary,0,5521,0,0,cellular,126,4,unknown,0
45,blue-collar,married,primary,0,2388,0,0,cellular,317,2,unknown,0
33,technician,married,secondary,0,3470,0,0,cellular,285,2,unknown,0
40,management,divorced,secondary,0,1148,1,0,cellular,105,2,unknown,0
41,technician,single,secondary,0,214,0,0,cellular,228,2,unknown,0
33,management,married,tertiary,0,901,0,0,cellular,76,2,unknown,0
34,technician,married,secondary,0,1569,0,0,cellular,149,2,unknown,0
34,management,married,tertiary,0,0,0,0,cellular,331,2,unknown,0
39,management,married,tertiary,0,246,0,0,cellular,86,2,unknown,0
46,admin.,married,secondary,0,1804,0,0,cellular,80,2,unknown,0
43,technician,married,secondary,0,7876,1,0,cellular,209,2,unknown,0
33,management,single,tertiary,0,1120,0,0,cellular,1070,2,unknown,1
57,housemaid,married,primary,0,2785,0,0,cellular,610,4,unknown,1
32,housemaid,married,tertiary,0,834,0,0,cellular,144,2,unknown,0
31,technician,single,tertiary,0,3194,0,0,cellular,140,2,unknown,0
30,technician,married,secondary,0,671,0,0,cellular,96,2,unknown,0
46,technician,married,secondary,0,159,0,1,cellular,139,4,unknown,0
49,self-employed,married,tertiary,0,23917,0,0,cellular,51,4,unknown,0
60,management,single,tertiary,0,2190,0,0,cellular,601,2,unknown,0
60,retired,married,secondary,0,-240,0,0,cellular,152,6,unknown,0
33,management,single,tertiary,0,0,0,0,cellular,699,7,unknown,1
32,admin.,married,secondary,0,344,1,1,cellular,255,15,unknown,0
35,technician,married,tertiary,0,416,0,0,cellular,591,4,unknown,0
59,blue-collar,married,primary,0,754,0,0,cellular,225,4,unknown,0
30,technician,married,tertiary,0,1045,0,0,cellular,65,4,unknown,0
47,blue-collar,married,primary,0,4040,0,0,cellular,53,5,unknown,0
53,housemaid,married,primary,0,1869,0,0,cellular,102,4,unknown,0
41,technician,divorced,tertiary,0,3465,1,0,cellular,389,4,unknown,0
45,blue-collar,married,secondary,0,751,0,0,cellular,176,4,unknown,0
35,management,married,tertiary,0,43,0,0,cellular,917,4,unknown,1
32,unemployed,married,tertiary,0,1364,0,0,cellular,104,4,unknown,0
34,management,married,tertiary,0,1666,0,0,cellular,36,4,unknown,0
60,retired,married,primary,0,172,0,0,cellular,247,4,unknown,0
48,blue-collar,married,unknown,0,113,0,0,cellular,104,13,unknown,0
41,management,divorced,tertiary,0,4495,1,0,cellular,55,5,unknown,0
30,technician,single,secondary,0,3096,1,0,cellular,272,4,unknown,0
40,housemaid,married,secondary,0,116,0,0,cellular,1099,4,unknown,0
37,admin.,married,tertiary,0,801,0,0,cellular,331,7,unknown,0
33,management,married,tertiary,0,540,0,0,cellular,79,4,unknown,0
45,technician,married,tertiary,0,548,0,0,cellular,108,4,unknown,0
56,housemaid,married,unknown,0,1780,0,0,cellular,111,2,unknown,0
46,management,single,tertiary,0,379,0,0,cellular,83,6,unknown,0
46,blue-collar,married,unknown,0,8,0,0,cellular,79,6,unknown,0
51,technician,divorced,secondary,0,0,0,0,cellular,177,2,unknown,0
36,management,single,tertiary,0,4123,0,0,cellular,146,2,unknown,0
